id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,md5sum
2129826,Morvern Callar,,1,2002,0,M6165,0,0,0,,59516bc12f1fa3184ba16756e9dd7514
2132756,Mr. Peabody & Sherman,,1,2014,0,M6132,0,0,0,,34a27d309d8107493255237f197f3c32
2135114,Muppets from Space,,1,1999,0,M1321,0,0,0,,95b3332ec6dcb8a9171a4575d180441a
2135631,Muriel's Wedding,,1,1994,0,M6423,0,0,0,,f740518446a679deb71f131221808cce
2137489,My Brilliant Career,,1,1979,0,M1645,0,0,0,,2b039d8f54a164c32a917c3363fc4d75
2138855,My Life Without Me,,1,2003,0,M4135,0,0,0,,25e4b1019638e9bad1e0f504c23935ae
2141729,Mördaren ljuger inte ensam,,1,2013,0,M6365,0,0,0,,c69b47196366e6d0ce7111b9d6a5c166
2142882,Nachtlärm,,1,2012,0,N2346,0,0,0,,284056e99287e065f5a3c8533f6a934a
2143971,Naked Lunch,,1,1991,0,N2345,0,0,0,,3b0096b3c992fc0dff87e0b202f522b5
2144544,Nana to Kaoru,,1,2011,0,N5326,0,0,0,,2fa04fcb2e8d416c6d022c4f04da7de7
2148315,Neco z Alenky,,1,1988,0,N2452,0,0,0,,1ad2b32741c0e8fd689f22a7c26d9897
2149444,Nemo,,1,1984,0,N5,0,0,0,,6f160a061656a859d2f3795baf0a560f
2151116,New Jack City,,1,1991,0,N23,0,0,0,,8a794ce59c05bc52711fb65e53687e18
2153926,Night School,,1,1981,0,N2324,0,0,0,,183558e11bcb9183e598cb6b3b4c660a
2156543,No Fear in Love,,4,2010,0,N1654,0,0,0,,3b03cbe6c84611c1ed687846d2724148
2165450,O Gebo e a Sombra,,1,2012,0,G1251,0,0,0,,79536d5c0761e0878a4b09cae16a2e60
2168588,Odd Thomas,,1,2013,0,O352,0,0,0,,ee52f311f05cb3f2f968d765f8e611f6
2170617,Oi do chun,,1,2009,0,D25,0,0,0,,a68373618cdcaba6877ac1faa28cdba8
2172155,Oliver & Company,,1,1988,0,O4162,0,0,0,,7fc51b9bd5c07c4bd576600c991a4be8
2172349,Olsen-bandens sidste stik,,1,1998,0,O4251,0,0,0,,9db465a4e92bebb8cb3abc4d74ffe752
2173203,On Golden Pond,,1,1981,0,O5243,0,0,0,,79662a6e5a8bc316eef15e1ee0f6fc0e
2180316,Orphan,,1,2009,0,O615,0,0,0,,0645259e2df84f51dbc06fc57dac869d
2183276,Out of Sight,,1,1998,0,O3123,0,0,0,,523ae1cab96c88f7ccfe5b5e1d548670
2190298,Paramount Pacemaker No. K9-1: Caribbean Capers,,1,1949,0,P6531,0,0,0,,961b445a6a796ff2c966106042cd3f0b
2190412,Paranoid Park,,1,2007,0,P6531,0,0,0,,68cbe3894df2c074f48ba69b9e7ee3ad
2191554,Paroxismus,,1,1969,0,P6252,0,0,0,,030dae8514c01ff1a4311d7ffd5e4a79
2195823,Pee-wee's Big Adventure,,1,1985,0,P2123,0,0,0,,408ef878ee1efbea40c4c9756a42ce4d
2195902,Peep World,,1,2010,0,P1643,0,0,0,,aa9e928a1ea82925e46388f8a4ddfec3
2197865,Perfect Creature,,1,2006,0,P6123,0,0,0,,633586fb90bd8500cbdae6da37e8cec2
2198693,Persepolis,,1,2007,0,P6214,0,0,0,,ef062a2e48645d1daa2ed50a9b2b79f2
2199691,Peter Pan,,1,2003,0,P3615,0,0,0,,2c1948efcc79674ed157806c21faf624
2203873,Pinocchio,,1,2012,0,P52,0,0,0,,f8990969bf8b2914ad9be26b74bc207e
2204194,Piranha 3DD,,1,2012,0,P653,0,0,0,,aff6e4d40affbd96f626161bff163f16
2204194,Piranha 3DD,,1,2012,0,P653,0,0,0,,aff6e4d40affbd96f626161bff163f16
2204194,Piranha 3DD,,1,2012,0,P653,0,0,0,,aff6e4d40affbd96f626161bff163f16
2205167,Place Vendôme,,1,1998,0,P4215,0,0,0,,2a381301aa0c4cfef4ae6c527fa37a9b
2205350,Plan 9 from Outer Space,,1,1959,0,P4516,0,0,0,,7ee15af5d79c5db362976d9e67f19df7
2207004,Pleasantville,,1,1998,0,P4253,0,0,0,,4b4b4c4d8a94fe662f890fa6dabdad4e
2209887,Poltergeist,,1,1982,0,P4362,0,0,0,,ce53b622694f2cee2024d1ba906e64cd
2212825,Possum Walk,,1,2010,0,P2542,0,0,0,,c424659e0bf108df6ecd2f1738afcd3a
2215818,Prendimi l'anima,,1,2002,0,P6535,0,0,0,,aa03ebae3de8e8a9055fb8090d18fcc6
2227551,Quellen des Lebens,,1,2013,0,Q4532,0,0,0,,d0b6e249a1a2034ed29fd8363d64afec
2231754,Ran,,1,1985,0,R5,0,0,0,,7e2b657dfa7501d178f51b01f787e5a9
2232578,Rare Exports,,1,2010,0,R6216,0,0,0,,e371175b8f584b3265c2d404b2d01157
2234542,Reality,II,1,2012,0,R43,0,0,0,,6fddd8361c8d9f4ce6e9f4cac31cec89
2235869,Red Dragon,,1,2002,0,R3625,0,0,0,,112da7865f71c133eb01aaaca0a17e93
2236111,Red Lights,,1,2012,0,R3423,0,0,0,,c271859a52d714ab828d6a26dd97adee
2236111,Red Lights,,1,2012,0,R3423,0,0,0,,c271859a52d714ab828d6a26dd97adee
2236111,Red Lights,,1,2012,0,R3423,0,0,0,,c271859a52d714ab828d6a26dd97adee
2236433,Red Tails,,1,2012,0,R342,0,0,0,,c90d2a0c257004374abe38e7be294782
2236433,Red Tails,,1,2012,0,R342,0,0,0,,c90d2a0c257004374abe38e7be294782
2236433,Red Tails,,1,2012,0,R342,0,0,0,,c90d2a0c257004374abe38e7be294782
2236433,Red Tails,,1,2012,0,R342,0,0,0,,c90d2a0c257004374abe38e7be294782
2237820,Reign Over Me,,1,2007,0,R2516,0,0,0,,a4f6774859e188889483ac40c8c234d8
2237926,Reipu zonbi: Lust of the dead 3,,1,2013,0,R1251,0,0,0,,3122e43d5b98b5a47371d95b3cf2cba6
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2240258,Resident Evil: Retribution,,1,2012,0,R2353,0,0,0,,9fc090af0faec5d382fb0c69b878c6b1
2243589,Riders of Death Valley,,1,1941,0,R3621,0,0,0,,aa8058beb4f8ec432b1862fee796fb48
2247697,Rock of Ages,,1,2012,0,R212,0,0,0,,8b8df393ff73fe77fc875b74c05275bc
2247697,Rock of Ages,,1,2012,0,R212,0,0,0,,8b8df393ff73fe77fc875b74c05275bc
2247697,Rock of Ages,,1,2012,0,R212,0,0,0,,8b8df393ff73fe77fc875b74c05275bc
2247697,Rock of Ages,,1,2012,0,R212,0,0,0,,8b8df393ff73fe77fc875b74c05275bc
2247697,Rock of Ages,,1,2012,0,R212,0,0,0,,8b8df393ff73fe77fc875b74c05275bc
2250881,Roselyne et les lions,,1,1989,0,R2453,0,0,0,,8b43016d4da4b338fb431a40e11204e4
2251933,Roxanne,,1,1987,0,R25,0,0,0,,2011ceed75343f22f2484511fd21dba6
2252632,Ruby Sparks,,1,2012,0,R1216,0,0,0,,38590666a942e16e80bdd946df513eb9
2252924,Rugrats in Paris: The Movie - Rugrats II,,1,2000,0,R2632,0,0,0,,9b6afbc281809c64605eb74e5ed03469
2256319,Sabotage,,1,1936,0,S132,0,0,0,,522ce1a1b31b439c8a0e9d61b10ee614
2256340,Saboteur II,,6,1987,0,S136,0,0,0,,e91fe959535cd67fa581b304982ccb9c
2257040,Safe,I,1,2012,0,S1,0,0,0,,be88dace60cf1a92cd86e9fd823e8ee6
2257040,Safe,I,1,2012,0,S1,0,0,0,,be88dace60cf1a92cd86e9fd823e8ee6
2257040,Safe,I,1,2012,0,S1,0,0,0,,be88dace60cf1a92cd86e9fd823e8ee6
2257084,Safe House,,1,2012,0,S12,0,0,0,,14c1ac169f728fe28a5e9ea9cdee3269
2257084,Safe House,,1,2012,0,S12,0,0,0,,14c1ac169f728fe28a5e9ea9cdee3269
2257084,Safe House,,1,2012,0,S12,0,0,0,,14c1ac169f728fe28a5e9ea9cdee3269
2257084,Safe House,,1,2012,0,S12,0,0,0,,14c1ac169f728fe28a5e9ea9cdee3269
2257334,Saginaw Trail,,1,1953,0,S2536,0,0,0,,18cddf5c5e2fee96fec652343d9b0dc3
2259173,Salò o le 120 giornate di Sodoma,,1,1975,0,S4265,0,0,0,,8159ab5d48e89120ee5b9a3d4928dcec
2260022,Samurai,,1,1945,0,S56,0,0,0,,5a7e4f5a04f8faf106ae8a073774c9e1
2260277,San lau sing woo dip gim,,1,1993,0,S5425,0,0,0,,50da02f685ff6b46dc6ee141ee69f24b
2263785,Savage Grace,,1,2007,0,S1262,0,0,0,,835d5f3beca30c4f0b3b66112ac95083
2266779,Schutzengel,,1,2012,0,S2325,0,0,0,,646eb51443c6a0bf314edb0df05755c2
2269390,Searching for Sugar Man,,1,2012,0,S6252,0,0,0,,716ae0c87cb382d9cdcdfefa00dec210
2269390,Searching for Sugar Man,,1,2012,0,S6252,0,0,0,,716ae0c87cb382d9cdcdfefa00dec210
2275355,Seven Psychopaths,,1,2012,0,S1512,0,0,0,,60adb8ad56f3894ee1f3531b2e422aec
2275355,Seven Psychopaths,,1,2012,0,S1512,0,0,0,,60adb8ad56f3894ee1f3531b2e422aec
2275355,Seven Psychopaths,,1,2012,0,S1512,0,0,0,,60adb8ad56f3894ee1f3531b2e422aec
2275355,Seven Psychopaths,,1,2012,0,S1512,0,0,0,,60adb8ad56f3894ee1f3531b2e422aec
2275355,Seven Psychopaths,,1,2012,0,S1512,0,0,0,,60adb8ad56f3894ee1f3531b2e422aec
2281018,Sheena,,1,1984,0,S5,0,0,0,,ead96ed60338af2134bc062462a8d492
2281651,Sherlock Holmes in Washington,,1,1943,0,S6424,0,0,0,,391e7e0020b33a42a25ea4f304ab7ed8
2281850,Shi gan,,1,2006,0,S25,0,0,0,,abaffdca214c969c32344fc838f91e13
2284733,Show Girl in Hollywood,,1,1930,0,S2645,0,0,0,,a6aff38f5b2d29f28d91679ffef67066
2292728,Skyfall,,1,2012,0,S214,0,0,0,,4fc02335663872e0f5929b76daf45368
2292728,Skyfall,,1,2012,0,S214,0,0,0,,4fc02335663872e0f5929b76daf45368
2292728,Skyfall,,1,2012,0,S214,0,0,0,,4fc02335663872e0f5929b76daf45368
2292728,Skyfall,,1,2012,0,S214,0,0,0,,4fc02335663872e0f5929b76daf45368
2292728,Skyfall,,1,2012,0,S214,0,0,0,,4fc02335663872e0f5929b76daf45368
2292728,Skyfall,,1,2012,0,S214,0,0,0,,4fc02335663872e0f5929b76daf45368
2295082,Smashed,,1,2012,0,S523,0,0,0,,ddfeb46171f3ddea77e0decce8f97e9c
2307006,Spoilers of the Range,,1,1939,0,S1462,0,0,0,,30be6c60f3bb61bf74face7b51600323
2310458,Star Trek: Insurrection,,1,1998,0,S3636,0,0,0,,2e5d76c4e9ff4dc7d8887de2ebfc9dac
2311164,Starship Troopers: Invasion,,1,2012,0,S3621,0,0,0,,b5d402867560b227a3989b44d9856c23
2313992,Stolen,,1,2012,0,S345,0,0,0,,1b34241e906081a3187605947062cca2
2313992,Stolen,,1,2012,0,S345,0,0,0,,1b34241e906081a3187605947062cca2
2314533,Storage 24,,1,2012,0,S362,0,0,0,,032eda860ca67633e2097c370f736378
2315708,Stranger Than Fiction,,1,2006,0,S3652,0,0,0,,8aadd24e521a9d624f2acfd73c3c5e8c
2321666,Sunshine,,1,1999,0,S525,0,0,0,,17e510d1e0ff802dc5510c65d3bdffeb
2322486,Super Trivia Master,,6,1986,0,S1636,0,0,0,,3de77d81f7e8bf35d1308cda6f21c3d5
2322807,Superman Returns,,1,2006,0,S1656,0,0,0,,d687c1cc163f1b21a959165068ea9b66
2323264,Sur la piste du Marsupilami,,1,2012,0,S6412,0,0,0,,9a39ea3e327c7d203f1aab9953e536e1
2324224,Sushi Girl,,1,2012,0,S264,0,0,0,,14b991a3101b233694ef84642703f5ed
2324802,Svartur á leik,,1,2012,0,S1636,0,0,0,,85ca345a6af0958c8e22fefed71259b7
2324802,Svartur á leik,,1,2012,0,S1636,0,0,0,,85ca345a6af0958c8e22fefed71259b7
2324802,Svartur á leik,,1,2012,0,S1636,0,0,0,,85ca345a6af0958c8e22fefed71259b7
2326407,Sweetie,,1,1989,0,S3,0,0,0,,06f20f6088f94ebcb605d9ebeec6f367
2328057,Säilöttyjä unelmia,,1,2012,0,S4325,0,0,0,,b35d58a04594ef9667670cb8b613ce35
2328105,Så vit som en snö,,1,2001,0,S1325,0,0,0,,025f65d4d0ff614ebfe2799f4e150373
2333441,Tarendol,,3,1980,0,T6534,0,0,0,,12b9edc08dc843a88bb554fa59f86bfa
2334970,Te wu mi cheng,,1,2001,0,T5252,0,0,0,,33451d08cadd90eb5b8b7d4db225f8d2
2335632,Ted,,1,2012,0,T3,0,0,0,,a4ca81d7ce862daa8aa94a504857a062
2335632,Ted,,1,2012,0,T3,0,0,0,,a4ca81d7ce862daa8aa94a504857a062
2341253,That's My Boy,,1,2012,0,T3251,0,0,0,,991df05ac54a5ec00da32ec339bb3ef6
2341253,That's My Boy,,1,2012,0,T3251,0,0,0,,991df05ac54a5ec00da32ec339bb3ef6
2341253,That's My Boy,,1,2012,0,T3251,0,0,0,,991df05ac54a5ec00da32ec339bb3ef6
2342859,The A-Team,,1,2010,0,A35,0,0,0,,def1a83a01f3583c8e465fc933e6c01d
2343119,The Ace of Hearts,,1,1921,0,A2163,0,0,0,,dfe3e004c34b570574a16bac23a55c09
2347914,The Bay,II,1,2012,0,B,0,0,0,,84612b9fc018a9e35c2eebda72a5f25f
2351090,The Blues Brothers,,1,1980,0,B4216,0,0,0,,45bd1616342e73160426c9dfe16f9cc7
2351607,The Boondock Saints II: All Saints Day,,1,2009,0,B5325,0,0,0,,bbeb64f4e7ab5ee3b3c9ae842ca2747d
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2351864,The Bourne Legacy,,1,2012,0,B6542,0,0,0,,a8bb6e4d70cc205c34f2dded8ac5f23e
2353842,The Butterfly Effect,,1,2004,0,B3614,0,0,0,,c2f68971fd4e800a22e89198bc1e9683
2354300,The Campaign,,1,2012,0,C5125,0,0,0,,bc1838865c690dd0bd5c6493dddeebc3
2355294,The Central Park Five,,1,2012,0,C5364,0,0,0,,d2df4154573d23101b64af9c5751518d
2355590,The Charmkins,,3,1983,0,C6525,0,0,0,,d12a6f0da35b7724b34a989b8c807cc0
2356316,"""The Chronicles of Narnia: The Lion", the ,0,1,2005,,0,0,0,,
2359463,The Croods,,1,2013,0,C632,0,0,0,,d339f6f3082017380a32c0122156c641
2359463,The Croods,,1,2013,0,C632,0,0,0,,d339f6f3082017380a32c0122156c641
2359940,The Curious Case of Benjamin Button,,1,2008,0,C6215,0,0,0,,c6bb07f5848c90a0c79d14555c7834eb
2362025,The Descent,,1,2005,0,D253,0,0,0,,b1e0b08e18cff2ff917b0ec6e925562a
2362330,The Devil Inside,,1,2012,0,D1452,0,0,0,,37a582db600f5e757e6254e9ea05e8d0
2364410,The Ducktators,,1,1942,0,D2362,0,0,0,,cceeb75b604bef245d3c49ea2e28874a
2364837,The Edge,,1,1997,0,E32,0,0,0,,a78d2fddc6e8ecc1bc86a1a0b4095206
2364960,The Egg and I,,1,1947,0,E253,0,0,0,,429b5df5a527c03d53237cfb141b0fbf
2365986,The Erotic Witch Project,,4,2000,0,E6323,0,0,0,,97d3611dbd1566b9f818c94a7a7f19c8
2366568,The Expendables 2,,1,2012,0,E2153,0,0,0,,0fdea429eb6c1d76f6a171ef5b31c4c5
2366568,The Expendables 2,,1,2012,0,E2153,0,0,0,,0fdea429eb6c1d76f6a171ef5b31c4c5
2373865,The Good Mother,,1,1988,0,G3536,0,0,0,,800df3d6a42ff08c03c46ad22709a7bb
2375303,The Green Hornet,,1,2011,0,G6565,0,0,0,,5ef98c86ea87e9ee3dcb1645fd55db3f
2376212,The Hanging Garden,,1,1997,0,H5252,0,0,0,,c24e9116044c65e0ca60b03fdd8a8e27
2379293,The Hunger Games,,1,2012,0,H5262,0,0,0,,a179698e60be53bd556cf6875618b482
2381283,The Itch of the Golden Nit,,1,2011,0,I3213,0,0,0,,151eac1c3c1ed6a6d8d28adefe85983a
2381922,The Journey of August King,,1,1995,0,J6512,0,0,0,,d327f3f73f44c1d9c71098fc049e385a
2382416,The Kettles in the Ozarks,,1,1956,0,K3425,0,0,0,,6335b62d52d23ea888ce29e380f031bc
2382585,The Kid Stays in the Picture,,1,2002,0,K3232,0,0,0,,176a03020c16f6e38caedbec2012af04
2383183,The Kiss,I,1,2008,0,K2,0,0,0,,f991059f1a667419a4f6d4e2a99b860f
2383237,The Kitchen,,1,2012,0,K325,0,0,0,,f285703748f4ca776d809ba5bda1b2d2
2383768,The Land Before Time V: The Mysterious Island,,4,1997,0,L5316,0,0,0,,9e86d580b0a6115c656ae5af8ae62625
2383781,The Land Girls,,1,1998,0,L5326,0,0,0,,aa7aa695fa268bb98694a3c57f78da19
2384014,The Last American Virgin,,1,1982,0,L2356,0,0,0,,9fbf274740140db22980e4d50a5f7cb2
2385023,The Last Samurai,,1,2003,0,L2325,0,0,0,,73ce2ee25e48e10860f2a9962501c6f1
2386446,The Life and Death of Colonel Blimp,,1,1943,0,L1531,0,0,0,,6f23d3c0469d3483d5d60d0c0261646b
2386453,The Life and Death of Peter Sellers,,1,2004,0,L1531,0,0,0,,284e025d12ed49654d2b00a8c7f60b32
2387511,The Little Shop of Horrors,,1,1960,0,L3421,0,0,0,,cff048648a966c714975dec42bb38993
2388395,The Lorax,,1,2012,0,L62,0,0,0,,e872f5b4acb8198c32f40f156d1ec1ee
2389353,The Lucky One,,1,2012,0,L25,0,0,0,,97afb02f9af901c74710fe205be444c8
2389848,The Magic of David Copperfield VII: Familares,,3,1985,0,M2131,0,0,0,,9a5995fd25f945096d095512c6d9fde2
2397594,The Night of the Iguana,,1,1964,0,N2313,0,0,0,,c169773d84547bfcbc8c7eac3a682773
2400378,The Paperboy,,1,2012,0,P161,0,0,0,,c303ee511df8f878af076149f79af64e
2400852,The Patience Stone,,1,2012,0,P3523,0,0,0,,a537fb86d60c10ce19be90a2af689494
2402389,The Pirates! In an Adventure with Scientists!,,1,2012,0,P6325,0,0,0,,243191440af1fc1dfbf0deb995dee571
2403238,The Possession,I,1,2012,0,P25,0,0,0,,2f124ce490b4ea6d6b61ab562f35ff85
2406097,The Raven,I,1,2012,0,R15,0,0,0,,112c0b6ee30b2823146ec59df8880780
2406097,The Raven,I,1,2012,0,R15,0,0,0,,112c0b6ee30b2823146ec59df8880780
2406097,The Raven,I,1,2012,0,R15,0,0,0,,112c0b6ee30b2823146ec59df8880780
2406097,The Raven,I,1,2012,0,R15,0,0,0,,112c0b6ee30b2823146ec59df8880780
2406097,The Raven,I,1,2012,0,R15,0,0,0,,112c0b6ee30b2823146ec59df8880780
2407501,The Return of Captain Invincible,,1,1983,0,R3651,0,0,0,,d4239460745a8ce562acc0448de3feac
2407612,The Return of the Beverly Hillbillies,,3,1981,0,R3651,0,0,0,,dc750b33e262d1a8b13a8f7287b9555d
2409384,The Royal Tenenbaums,,1,2001,0,R4351,0,0,0,,171df31777aa1d972f917b81e0216784
2413074,The Silence of the Lambs,,1,1991,0,S4521,0,0,0,,136d93d79fc9e21c30b9e6b662fb6e6b
2413266,The Silver Chalice,,1,1954,0,S4162,0,0,0,,d4660cdc65cc2ef622b549f5fd83a9a8
2415327,The Spiderwick Chronicles,,1,2008,0,S1362,0,0,0,,5cd73d310021b6fa478fed685c112199
2419110,The Terminator,,1,1984,0,T6536,0,0,0,,43d3ae9f81f400b49e4d05313d35b9e4
2419694,The Thompsons,,1,2012,0,T5125,0,0,0,,df8a1e6b4c644008e6108e8d16c2480d
2420597,The Tourist,,1,2010,0,T623,0,0,0,,9225ff04be5c0a8d50b6ca1b71ddd536
2425479,The Watch,I,1,2012,0,W32,0,0,0,,5b26a74983db51d20a01aae4abe97048
2425479,The Watch,I,1,2012,0,W32,0,0,0,,5b26a74983db51d20a01aae4abe97048
2429012,The Yards,,1,2000,0,Y632,0,0,0,,e97035b7dfc2f7bf9f2d3348ccb1ed66
2431289,Think Like a Man,,1,2012,0,T5242,0,0,0,,55cee09d1b8717403461bc3d8b8f4c9a
2432273,This Means War,,1,2012,0,T2526,0,0,0,,480c476d9136f62ed8c49252f019eb46
2432273,This Means War,,1,2012,0,T2526,0,0,0,,480c476d9136f62ed8c49252f019eb46
2432273,This Means War,,1,2012,0,T2526,0,0,0,,480c476d9136f62ed8c49252f019eb46
2434596,Thumbsucker,,1,2005,0,T5126,0,0,0,,5a9938bc8f0f6dec566846343e710e17
2442094,Tonari no Totoro,,1,1988,0,T5653,0,0,0,,bf9ba155a5c1c5e7f536e219eaf528fb
2442859,Too Young to Die?,,3,1990,0,T523,0,0,0,,b28f3f556ae6e316dde6772b5d92769a
2443551,Torch Singer,,1,1933,0,T6252,0,0,0,,bd7f82dc177624efb7d414bde17375fc
2447357,Transit,I,1,2012,0,T6523,0,0,0,,16390af2301d4969b8262524dc3474b2
2450594,Tristan + Isolde,,1,2006,0,T6235,0,0,0,,662350e760adc86748e5a2314c6d20d2
2460693,Un bonheur n'arrive jamais seul,,1,2012,0,B5656,0,0,0,,5200131bf47de590ee810b4447e29eab
2461807,Un long dimanche de fiançailles,,1,2004,0,L5235,0,0,0,,8965c6af7bc3efaa9492b631bca5c7b0
2461807,Un long dimanche de fiançailles,,1,2004,0,L5235,0,0,0,,8965c6af7bc3efaa9492b631bca5c7b0
2465232,Underdog,,1,2007,0,U5363,0,0,0,,f24330a06b2faabd4ea561030446b9cf
2467167,Universal Soldier: Day of Reckoning,,1,2012,0,U5162,0,0,0,,79927b5a5ee381259b20535df44dc30a
2469355,Up,,1,2009,0,U1,0,0,0,,faf5a578378e952fdd29d37dccc0b13f
2476598,Vers le sud,,1,2005,0,V6242,0,0,0,,35f7c4c6984a9879e2edfde75b58147b
2489175,Watchmen,,1,2009,0,W325,0,0,0,,28618fa91314abe00a11058bca944ca8
2489445,Watercolors,,1,2008,0,W3624,0,0,0,,d679964410aa17fb96aefc0562ddb578
2489870,Wayne's World,,1,1992,0,W5264,0,0,0,,aac4645f27d2a1cd45a3a7bd48eea909
2492225,Welltris,,6,1989,0,W4362,0,0,0,,c5edcbadccb76031c2278b4fb66daf4c
2492766,Werner Herzog Eats His Shoe,,1,1980,0,W6562,0,0,0,,c8bb19b80249fa5a6326bad10db9a947
2500846,Wild Fang,,6,1989,0,W4315,0,0,0,,9b315799eea2f641e916acf85e434124
2502056,Win a Date with Tad Hamilton!,,1,2004,0,W5354,0,0,0,,72eb12ec7cca80e97963f639fab1bc95
2504000,Without a Paddle,,1,2004,0,W3134,0,0,0,,dca288cee507ccab17a2fdce6adc478a
2505663,Wonderland,,1,2003,0,W5364,0,0,0,,01491175160fed89e8495d204bcc5544
2505811,Woodland Café,,1,1937,0,W3453,0,0,0,,0cde0f3c5dcdf2cfd75353e19317da72
2507464,Wrong,I,1,2012,0,W652,0,0,0,,6c210a9539b2755c7656fb742485a013
2512455,Yi jiu si er,,1,2012,0,Y26,0,0,0,,aef4c13884b653db2fcac4d6d5003d5c
2514272,You Will Meet a Tall Dark Stranger,,1,2010,0,Y4534,0,0,0,,d5edcbb208980355ec259a8d798c6801
2516316,Yumechiyo nikki,,1,1985,0,Y5252,0,0,0,,92d9454cdd0be2a338344b427eed4b75
2517488,Zambezia,,1,2012,0,Z512,0,0,0,,f0cbc6e9c88d332b753229f511468ae8
2518791,Zero Dark Thirty,,1,2012,0,Z6362,0,0,0,,dd7c381a5c5cffa91f5261df5601cad4
2519055,Zhan. gu,,1,2007,0,Z52,0,0,0,,1a01e83b8d9cd0a078397aead57e3e4c
2520664,Zombibi,,1,2012,0,Z51,0,0,0,,443672a90c913344e49fd53b3e2a3a39
46835,Ai shôjo Porianna monogatari,,2,1986,0,A2165,0,0,0,1986-????,59dee6534b0504ffdc5c1e82e44409cd
219290,Center Court,,2,2003,0,C5362,0,0,0,2003-????,0ded356081b495de2ca3886e7d9abc02
278586,Count Duckula,,2,1988,0,C5324,0,0,0,1988-1993,1daff179c912b17463b88508deab088b
317770,(#1.10163),,7,2005,0,,317585,1,10163,,84e5e1a3aa88a069e820bac62c04faaf
336452,Dempsey and Makepeace,,2,1985,0,D5125,0,0,0,1985-1986,c9d0d99cf70fa5d8cfd7555c98bde349
425439,Elite TV,,2,2009,0,E431,0,0,0,2009-????,76f966e4592ee3c5d8ef4381d254c761
631909,Maria Cafra,,7,2011,0,M6216,631880,0,0,,a479b06e99c83489c91bc7f271e40e9b
890833,Mozart und Meisel,,2,1987,0,M2635,0,0,0,1987-????,4dbc720dfdff40e2ac537b31ecd51ade
891759,Mr. Merlin,,2,1981,0,M6564,0,0,0,1981-1982,a39fc9f6888f04d3890535154a0b95b4
1028842,(#1.5),,7,1975,0,,1028830,1,5,,34e84f96319d535277b4ce583f679cd9
1127117,Scarecrow and Mrs. King,,2,1983,0,S2626,0,0,0,1983-1987,d2d18cddef5102ba46ceefa65ed1df95
1178498,Sonny Soufflé chok show,,2,1986,0,S5214,0,0,0,1986-1987,25f50da867b8794df1a867bc2d2387ca
1195541,High Lonesome,,7,1960,0,H2452,1195531,1,1,,f847fc5ff6051f157cdd33871511589f
1206701,Project Dawn #7,,7,2011,0,P6235,1206673,2,7,,edd3b3d6bdd68d41814b62bde27eadb4
1368879,The Mary Whitehouse Experience,,2,1990,0,M6321,0,0,0,1990-1992,61733f9329e63100e8e729b53bc587a2
1370338,The Men Who Killed Kennedy,,2,1988,0,M5243,0,0,0,1988-????,254dab6cf29da25a0e2ac855e3158737
1436597,The Tudors,,2,2007,0,T362,0,0,0,2007-2010,e51dab0bd7aac261a89ee472b5119bb5
1452490,Roland,,7,1994,0,R453,1452361,1,22,,1b60c144443b6bc89b41cafad01d1127
