id,movie_id,company_id,company_type_id,note
430132,1651081,1684,1,(USA) (DVD)
433320,1654628,1475,1,(2003) (Sweden) (DVD)
433489,1654793,11353,1,(1998) (Canada) (theatrical)
436093,1657793,1685,1,(1997) (USA) (VHS)
441236,1663288,461,1,(2013) (Netherlands) (DVD) (3D Blu-ray) (rental)
441232,1663288,475,1,(2012) (USA) (theatrical)
441232,1663288,475,1,(2012) (USA) (theatrical)
441235,1663288,461,1,(2012) (Netherlands) (DVD) (rental)
441232,1663288,475,1,(2012) (USA) (theatrical)
446100,1668890,1677,1,(????) (Netherlands) (DVD)
1805983,1670082,101487,2,
1806539,1670633,895,2,
449514,1673153,3121,1,(2013) (Japan) (theatrical)
449721,1673459,17443,1,(19??) (USA) (VHS) (Russian language only)
449823,1673578,1713,1,(2012) (Singapore) (theatrical)
449826,1673578,426,1,(2013) (Netherlands) (DVD)
449827,1673578,426,1,(2013) (Netherlands) (DVD) (Blu-ray)
449826,1673578,426,1,(2013) (Netherlands) (DVD)
449827,1673578,426,1,(2013) (Netherlands) (DVD) (Blu-ray)
1809788,1674185,14668,2,
453610,1676890,573,1,(2013) (Netherlands) (DVD) (Blu-ray)
454372,1677948,9663,1,(2008) (Argentina) (all media)
456826,1680780,521,1,(2011) (Argentina) (DVD) (Colección Mejor Película)
456965,1680908,1610,1,(2013) (worldwide) (video)
1816444,1681388,1451,2,
458796,1682619,20093,1,(Turkey)
464238,1688754,1571,1,"""(2015) (United Arab Emirates) (all media) (Middle East"
464238,1688754,1571,1,"""(2015) (United Arab Emirates) (all media) (Middle East"
1823789,1689744,115,2,
469126,1694576,521,1,(2013) (Argentina) (DVD)
469126,1694576,521,1,(2013) (Argentina) (DVD)
469150,1694576,34,1,(2013) (USA) (DVD) (Blu-ray)
469127,1694576,521,1,(2013) (Argentina) (DVD) (Blu-ray)
469137,1694576,1878,1,(2013) (Argentina) (theatrical) (re-release)
1828643,1695047,71815,2,(in association with)
473812,1700054,684,1,(2013) (Germany) (DVD)
474794,1701220,452,1,(2013) (USA) (DVD)
1839850,1707363,12944,2,
480091,1707615,865,1,(2008) (Finland) (DVD)
480219,1707735,475,1,(1964) (USA) (theatrical)
481128,1708587,423,1,(2013) (Japan) (DVD)
481150,1708614,15961,1,(1948) (Japan) (theatrical)
481309,1708700,12122,1,(2003) (Switzerland) (theatrical)
481865,1709102,2690,1,(2005) (Argentina) (VHS)
482573,1710126,23432,1,(UK)
482616,1710155,425,1,(2012) (USA) (DVD)
482624,1710155,426,1,(2012) (Netherlands) (theatrical)
1844661,1713003,38226,2,
488165,1716058,530,1,(2012) (Netherlands) (DVD) (Blu-ray)
488174,1716058,531,1,(2012) (USA) (DVD) (Blu-ray)
1847529,1716058,1451,2,(presents) (A Peter Berg Film)
488174,1716058,531,1,(2012) (USA) (DVD) (Blu-ray)
489133,1717248,573,1,(2013) (Netherlands) (DVD)
1848881,1717654,1735,2,
1849497,1718318,1471,2,(in association with)
495756,1723917,14155,1,"""(Brazil) (VHS) (on ""Betty Boop 3"")"""
1855249,1724552,70864,2,
497143,1725110,773,1,(2011) (worldwide) (all media)
1857559,1727602,1451,2,(presents)
499267,1728122,1395,1,(2003) (Netherlands) (DVD)
502487,1731926,1331,1,(2005) (Germany) (DVD)
507598,1736141,7540,1,(2006) (Brazil) (DVD)
509709,1737936,19,1,(original airing)
509939,1738155,1723,1,(2007) (Germany) (theatrical)
515129,1743046,1677,1,(2009) (Netherlands) (DVD)
1871945,1743959,499,2,(in association with)
516316,1744285,6254,1,
1874569,1746865,159,2,(presents) (controlled by Loew's Incorporated)
522221,1749793,846,1,(1982) (USA) (theatrical)
524611,1752280,27778,1,
1881416,1754386,101396,2,
530924,1758883,1451,1,(1991) (USA) (theatrical) (as Universal An MCA Company)
1886393,1759287,53186,2,
531573,1759341,11223,1,(1988) (Australia) (video)
532382,1760063,1413,1,(1998) (USA) (VHS)
533035,1760726,10455,1,(2011) (Switzerland) (all media)
1894855,1767982,124791,2,
540505,1768258,664,1,(2011) (Netherlands) (TV)
550514,1779011,522,1,(2008) (Netherlands) (TV) (first national airing)
550551,1779018,11433,1,
551352,1779815,1347,1,(2013) (Germany) (DVD)
1905518,1779815,1222,2,(co-production)
551353,1779815,1347,1,(2013) (Germany) (DVD) (Blu-ray)
1906478,1781077,475,2,
555764,1784427,3583,1,(2005) (Germany) (DVD)
558177,1787283,9366,1,(1997) (Spain) (theatrical)
558526,1787637,10865,1,(2010) (USA) (theatrical) (subtitled)
560593,1789757,1501,1,(2012) (Canada) (theatrical)
1914519,1789757,677,2,(support)
563881,1792757,774,1,(2010) (Australia) (video) (VOD)
1923653,1799651,8416,2,
575259,1804322,5612,1,(2008) (UK) (DVD) (Blu-ray)
1934218,1809881,133610,2,
1934534,1810263,677,2,(with the participation of)
580327,1810263,52,1,(2013) (USA) (DVD)
1934548,1810263,675,2,(with the participation of)
1934534,1810263,677,2,(with the participation of)
1936185,1811822,1844,2,
584503,1813400,864,1,(2009) (France) (all media)
585124,1813993,12526,1,(1998) (Netherlands) (theatrical)
589545,1820222,1714,1,(2000) (Germany) (VHS)
590957,1818923,34016,1,(1968) (USA) (subtitled)
591079,1819374,312,1,(1972) (USA) (TV) (network premiere)
594907,1825976,595,1,(1985) (1996) (Finland) (TV)
595241,1826238,11351,1,(1980s) (Finland) (VHS)
595434,1826442,1408,1,(2004) (Thailand) (all media)
604205,1836438,1501,1,(2013) (Canada) (video)
1960934,1836438,1709,2,(presents)
604212,1836438,51,1,(2013) (Netherlands) (DVD)
1960934,1836438,1709,2,(presents)
607595,1840189,8680,1,(Australia) (VHS) (1980s)
612377,1844543,426,1,(2012) (Netherlands) (DVD)
613545,1845819,1828,1,(2013) (Netherlands) (DVD) (Blu-ray)
613578,1845819,1475,1,(2012) (Sweden) (all media)
613545,1845819,1828,1,(2013) (Netherlands) (DVD) (Blu-ray)
613578,1845819,1475,1,(2012) (Sweden) (all media)
613577,1845819,1475,1,(2012) (Norway) (all media)
613543,1845819,1828,1,(2012) (Netherlands) (theatrical)
613578,1845819,1475,1,(2012) (Sweden) (all media)
613567,1845819,516,1,(2012) (Australia) (theatrical)
613545,1845819,1828,1,(2013) (Netherlands) (DVD) (Blu-ray)
613567,1845819,516,1,(2012) (Australia) (theatrical)
613567,1845819,516,1,(2012) (Australia) (theatrical)
615443,1847724,36020,1,(2007) (worldwide) (DVD)
1971345,1847929,6444,2,
616411,1848800,2045,1,(2010) (UK) (DVD) (Blu-ray)
1972786,1849430,15712,2,(in association with)
619008,1851908,8282,1,(????) (USA) (VHS)
620315,1853284,17661,1,(2007) (Belgium) (DVD)
622066,1855848,8516,1,(2009) (Germany) (DVD)
1980062,1857054,14281,2,(Distributor)
1982077,1858684,64,2,
1982336,1858984,123732,2,
1987060,1864938,5544,2,(in association with)
628761,1866268,129,1,(19??) (Germany) (TV)
630412,1868628,531,1,(2012) (USA) (DVD) (Blu-ray)
1992661,1870907,1114,2,
636131,1875928,573,1,(2004) (Netherlands) (DVD)
647119,1886910,22577,1,(2005) (Germany) (DVD)
649958,1890345,160,1,(1978) (USA) (TV) (original airing)
654288,1894447,137,1,(2009) (Germany) (TV)
2016412,1897391,5503,2,
663392,1903727,1402,1,(USA) (laserdisc)
663644,1904036,12740,1,(2011) (Germany) (theatrical)
670677,1911045,1878,1,(2013) (Argentina) (theatrical)
2033178,1915404,40672,2,
677229,1917767,12786,1,(1986) (Italy) (theatrical)
677803,1918310,1713,1,(2012) (Singapore) (theatrical)
683335,1923747,1713,1,(2012) (Singapore) (theatrical)
685587,1925898,52,1,(2008) (USA) (DVD)
694522,1935237,41954,1,(????) (USA) (TV) (as J. Arthur Rank Enterprise)
2052238,1936461,42042,2,
695913,1936638,686,1,(2013) (USA) (DVD) (Blu-ray)
698050,1938763,846,1,(1966) (USA) (theatrical) (as Warner Bros. Pictures An AOL Time Warner Company)
704950,1945260,426,1,(2009) (Netherlands) (DVD)
2062684,1947862,412,2,(as AVRO)
2067228,1952349,113206,2,
2074698,1960910,85125,2,
2080661,1968561,72459,2,
2085065,1972354,48341,2,(in collaboration with)
733792,1974481,19209,1,(2009) (Belgium) (theatrical)
738386,1979473,2980,1,(2008) (Greece) (theatrical)
2092566,1979894,82750,2,(as A Depth of Field Production)
742774,1983931,1499,1,(2012) (Argentina) (TV) (as TV Pública)
748939,1990690,12893,1,(1953) (UK) (theatrical)
749831,1991867,3139,1,(1996) (USA) (video) (laserdisc)
751408,1997419,12981,1,(2009) (Argentina) (all media)
2106813,1995807,23172,2,
753842,1996240,1710,1,(2011) (Netherlands) (theatrical)
754019,1996405,12789,1,(2008) (UK) (DVD)
758750,2001798,1627,1,(2012) (Germany) (all media)
759391,2002409,1571,1,(2013) (United Arab Emirates) (all media) (Middle East)
759759,2002780,6227,1,(1975) (USA) (all media)
759877,2002848,3889,1,(2011) (worldwide) (all media)
761295,2004290,1347,1,(2012) (Germany) (DVD)
763102,2006138,5828,1,(1984) (worldwide) (all media) (sales)
763655,2006614,1283,1,(USA) (DVD)
769621,2015201,1571,1,(2009) (United Arab Emirates) (all media) (Middle East)
773371,2019355,2222,1,(2012) (Finland) (theatrical)
774140,2019935,11392,1,(2012) (Philippines) (theatrical)
774636,2020397,12523,1,(2005) (Switzerland) (theatrical)
774668,2020403,19382,1,(198?) (Canada) (theatrical)
785202,2032838,1353,1,(2013) (Portugal) (all media)
785202,2032838,1353,1,(2013) (Portugal) (all media)
2145577,2035076,105722,2,
789386,2036453,14465,1,(2008) (USA) (DVD)
2150627,2038719,225,2,
792145,2039960,11301,1,(2011) (Greece) (all media)
798494,2047320,13357,1,(2007) (Argentina) (theatrical)
804480,2054199,13060,1,(1993) (Spain) (theatrical)
806059,2055942,13644,1,(2013) (USA) (theatrical)
806424,2056208,425,1,(2012) (USA) (DVD)
806434,2056208,1627,1,(2013) (Germany) (DVD)
806744,2056331,3329,1,(2012) (Germany) (theatrical)
2174892,2060585,55963,2,
2176031,2061424,1716,2,(co-production)
814872,2064680,1451,1,(1985) (UK) (theatrical)
815809,2065764,49361,1,(2006) (USA) (DVD)
816223,2067006,11288,1,(1983) (France) (theatrical)
816354,2068450,530,1,(2013) (Netherlands) (DVD)
816363,2068450,531,1,(2013) (USA) (DVD) (Blu-ray)
816622,2066215,1711,1,(2009) (UK) (DVD)
2183698,2067760,109,2,(participation)
818539,2068064,4155,1,(2004) (Hong Kong) (theatrical)
2185884,2069272,56,2,(participation)
2195973,2080209,677,2,(participation)
829562,2080209,1828,1,(2012) (Netherlands) (theatrical)
829578,2080209,228,1,(2012) (Germany) (theatrical)
2197194,2081570,52811,2,
831756,2082322,1828,1,(2013) (Netherlands) (DVD)
831770,2082322,1085,1,(2013) (Japan) (theatrical)
831757,2082322,1828,1,(2013) (Netherlands) (DVD) (Blu-ray)
831757,2082322,1828,1,(2013) (Netherlands) (DVD) (Blu-ray)
831745,2082322,521,1,(2013) (Argentina) (DVD)
832196,2082699,1711,1,(2013) (UK) (theatrical)
832201,2082699,1677,1,(2013) (Netherlands) (DVD)
832315,2082817,2516,1,(2007) (France) (theatrical)
2201975,2087377,11613,2,
839429,2091575,8558,1,(2009) (Sweden) (DVD)
846014,2098266,774,1,(2001) (worldwide) (DVD)
846375,2098736,1749,1,(198?) (Netherlands) (VHS)
852562,2105132,51515,1,(2010) (USA) (theatrical)
852740,2105376,11745,1,(1997) (Spain) (theatrical)
854163,2106898,1680,1,(2004) (Finland) (theatrical) (DVD) (VHS)
855371,2108311,425,1,(2012) (USA) (DVD) (Blu-ray)
857214,2110557,475,1,(2008) (USA) (theatrical)
863551,2117581,52,1,(2006) (Canada) (DVD) (Collector's Edition)
864105,2117933,1680,1,(2007) (Finland) (all media)
864179,2118014,1717,1,(2003) (USA) (subtitled)
864291,2118093,34,1,(2005) (USA) (DVD)
866541,2120905,969,1,
866559,2120909,2222,1,(2009) (Finland) (DVD) (Blu-ray)
2236299,2122875,99155,2,(associate production)
873039,2127988,19861,1,(1980s) (Canada) (VHS)
873588,2128394,2609,1,(2006) (Argentina) (VHS) (re-edited)
879457,2134996,8850,1,(2006) (Czech Republic) (theatrical)
2248214,2136025,29216,2,(in association with)
883312,2138792,17126,1,(UK)
888947,2145786,11875,1,(2006) (worldwide) (DVD)
889472,2146380,2017,1,(2008) (Netherlands) (TV) (limited)
893873,2151687,12209,1,(2009) (Austria) (all media)
897966,2155481,181,1,(2013) (Japan) (TV)
897966,2155481,181,1,(2013) (Japan) (TV)
898015,2155527,6881,1,(2012) (Hong Kong) (DVD) (Blu-ray)
899035,2156947,24650,1,(1955) (Iraq) (theatrical)
903369,2161788,426,1,(2014) (Netherlands) (theatrical)
904966,2163921,1972,1,(2013) (Kazakhstan) (theatrical)
905311,2164373,1310,1,(2013) (worldwide) (all media)
906099,2165987,15121,1,(2010) (Germany) (all media)
910131,2171090,1310,1,(2012) (Japan) (theatrical)
2280009,2171090,114,2,
910125,2171090,91,1,(2013) (USA) (theatrical)
915579,2176769,2716,1,(2004) (Netherlands) (DVD)
916216,2177341,24887,1,(1976) (Italy) (theatrical)
2294588,2187191,196,2,
925866,2188838,17294,1,
932347,2196552,1713,1,(2008) (Singapore) (theatrical)
933880,2198256,13226,1,(1953) (USA) (theatrical)
935049,2199691,4360,1,(2004) (Netherlands) (VHS)
939017,2204143,1352,1,(USA) (DVD)
939111,2204194,10455,1,(2011) (Switzerland) (all media)
939691,2204725,530,1,(2013) (Netherlands) (DVD) (Blu-ray)
940198,2205350,1351,1,(2007) (USA) (DVD)
949649,2216928,8008,1,(????) (Australia) (VHS)
952749,2220541,6726,1,(2012) (France) (theatrical)
953663,2221911,3139,1,
957715,2227162,11331,1,(1952) (Austria) (theatrical)
961507,2230770,57744,1,(2007) (worldwide) (DVD)
966064,2236111,426,1,(2013) (Netherlands) (DVD) (retail)
966684,2236433,452,1,(2012) (USA) (DVD)
966691,2236433,475,1,(2012) (USA) (theatrical)
966815,2236557,3571,1,(2008) (Japan) (theatrical)
969526,2239919,2610,1,(2003) (Serbia and Montenegro) (DVD)
969962,2240258,1427,1,(2012) (USA) (theatrical)
969968,2240258,52,1,(2012) (USA) (DVD) (Blu-ray)
969965,2240258,51,1,(2013) (Netherlands) (DVD)
969965,2240258,51,1,(2013) (Netherlands) (DVD)
2344833,2243286,90584,2,(in association with)
974664,2244694,17888,1,(2005) (Japan) (theatrical)
978532,2247697,34,1,(2012) (USA) (DVD)
978513,2247697,521,1,(2013) (Argentina) (DVD)
978517,2247697,846,1,(2012) (USA) (theatrical)
2349816,2248454,201160,2,
980282,2249278,12306,1,(1934) (USA) (theatrical) (states rights system)
2353416,2252425,165767,2,
987515,2257040,1828,1,(2012) (Netherlands) (DVD) (Blu-ray)
987514,2257040,1828,1,(2012) (Netherlands) (DVD)
987513,2257040,1828,1,(2012) (Netherlands) (theatrical)
987515,2257040,1828,1,(2012) (Netherlands) (DVD) (Blu-ray)
987523,2257040,1085,1,(2013) (Japan) (DVD)
987514,2257040,1828,1,(2012) (Netherlands) (DVD)
987513,2257040,1828,1,(2012) (Netherlands) (theatrical)
987513,2257040,1828,1,(2012) (Netherlands) (theatrical)
987514,2257040,1828,1,(2012) (Netherlands) (DVD)
987523,2257040,1085,1,(2013) (Japan) (DVD)
987618,2257084,531,1,(2012) (USA) (DVD) (Blu-ray)
987616,2257084,1451,1,(2012) (USA) (theatrical)
987600,2257084,530,1,(2012) (Netherlands) (DVD) (Blu-ray)
987598,2257084,579,1,(2012) (UK) (DVD) (Blu-ray)
2358062,2257084,1451,2,(presents)
987616,2257084,1451,1,(2012) (USA) (theatrical)
990480,2260359,12109,1,(2009) (Greece) (theatrical)
998581,2268520,5194,1,(2000) (UK) (DVD)
1000456,2270371,2045,1,(2011) (USA) (DVD)
1004649,2275355,1713,1,(2013) (Singapore) (theatrical)
1004646,2275355,521,1,(2013) (Argentina) (DVD)
2374694,2275355,1695,2,
1004646,2275355,521,1,(2013) (Argentina) (DVD)
1004652,2275355,1828,1,(2013) (Netherlands) (theatrical)
1010490,2280998,2,1,(2012) (worldwide) (all media)
1020407,2291755,28932,1,(1937) (Denmark) (theatrical)
1021371,2292728,460,1,(2013) (Germany) (DVD)
1021351,2292728,1709,1,(2012) (USA) (theatrical)
1021351,2292728,1709,1,(2012) (USA) (theatrical)
1021358,2292728,1434,1,(2013) (Netherlands) (DVD)
1021358,2292728,1434,1,(2013) (Netherlands) (DVD)
1021359,2292728,1434,1,(2013) (USA) (DVD) (Blu-ray)
1021351,2292728,1709,1,(2012) (USA) (theatrical)
1021351,2292728,1709,1,(2012) (USA) (theatrical)
2403456,2308063,208818,2,
1038182,2309856,1713,1,(2013) (Singapore) (theatrical)
1038561,2310187,17466,1,
1038833,2310413,595,1,(1993) (Finland) (TV)
1040170,2311164,52,1,(2012) (USA) (DVD)
1040169,2311164,1484,1,(2012) (Germany) (DVD)
1042824,2313992,1828,1,(2013) (Netherlands) (DVD)
1042952,2314090,8416,1,
1043402,2314533,579,1,(2012) (UK) (DVD) (Blu-ray)
1043393,2314533,1408,1,(2012) (Vietnam) (all media)
2413600,2319403,47223,2,
2417078,2323264,109,2,(participation)
1053133,2324224,862,1,(2013) (Hungary) (TV)
1053640,2324802,1627,1,(2013) (Germany) (DVD)
1055207,2326539,15346,1,(200?) (Ukraine) (theatrical)
2421259,2328057,603,2,
1056638,2328057,865,1,(2012) (Finland) (all media)
2421265,2328057,302,2,
2422947,2329349,119,2,(in association with)
1063594,2335632,530,1,(2013) (Netherlands) (DVD) (Blu-ray)
1063612,2335632,531,1,(2012) (USA) (DVD) (Blu-ray)
1069423,2341253,52,1,(2012) (USA) (DVD)
2433514,2341253,1709,2,(presents)
2433514,2341253,1709,2,(presents)
1071810,2343415,7848,1,(????) (Brazil) (DVD)
1071812,2343415,1705,1,(1992) (USA) (laserdisc)
1072899,2344067,1527,1,(2004) (USA) (DVD) (VHS)
1073402,2344435,12737,1,(2012) (Portugal) (theatrical)
1074395,2345172,1434,1,"""(2009) (USA) (DVD) (Included in ""The Jack Lemmon Star collection"")"""
2443283,2351864,1451,2,(presentation)
2443283,2351864,1451,2,(presentation)
1083208,2351864,579,1,(2012) (UK) (DVD)
1083200,2351864,521,1,(2013) (Argentina) (DVD)
1083209,2351864,579,1,(2012) (UK) (DVD) (Blu-ray)
1083200,2351864,521,1,(2013) (Argentina) (DVD)
1083200,2351864,521,1,(2013) (Argentina) (DVD)
1083210,2351864,530,1,(2012) (Netherlands) (DVD) (Blu-ray) (rental)
1083212,2351864,530,1,(2013) (Netherlands) (DVD) (Blu-ray) (retail)
1083210,2351864,530,1,(2012) (Netherlands) (DVD) (Blu-ray) (rental)
1083209,2351864,579,1,(2012) (UK) (DVD) (Blu-ray)
1083222,2351864,531,1,(2012) (USA) (DVD) (Blu-ray)
1083221,2351864,531,1,(2012) (USA) (DVD)
1083213,2351864,530,1,(2013) (Netherlands) (DVD) (retail)
1085126,2353227,2791,1,
1085134,2353228,3797,1,(2009) (Finland) (DVD) (Blu-ray) (both cropped to 1.78:1)
1085761,2353741,31,1,(2013) (Netherlands) (TV) (RTL7)
1086472,2354300,1878,1,(2012) (Argentina) (theatrical)
1091198,2358169,4787,1,(Greece)
1093030,2359463,452,1,(2013) (USA) (DVD)
1093044,2359463,475,1,(2013) (USA) (theatrical)
1093459,2359716,1767,1,(Brazil) (DVD)
1093923,2360094,1620,1,(2013) (USA) (all media)
2452173,2361163,32761,2,
1096168,2361680,1571,1,(2011) (United Arab Emirates) (all media) (Middle East)
1097221,2362330,530,1,(2012) (Netherlands) (DVD)
1102463,2366568,1085,1,(2013) (Japan) (DVD)
1102443,2366568,426,1,(2012) (Netherlands) (theatrical)
1102463,2366568,1085,1,(2013) (Japan) (DVD)
1102462,2366568,1085,1,(2012) (Japan) (theatrical)
2461319,2370863,63436,2,
1113275,2374658,846,1,(2012) (USA) (theatrical)
1116256,2376689,426,1,(2013) (Netherlands) (theatrical)
2468340,2378095,35236,2,
2468445,2378217,159,2,(presents: An MGM Cartoon in Technicolor) (A Rudolf Ising Production)
1119836,2379130,11764,1,(2011) (Australia) (all media)
1122239,2380677,1283,1,(2005) (USA) (DVD)
1122915,2381167,1878,1,(2005) (Argentina) (theatrical)
1124822,2382585,2405,1,(2003) (Japan) (theatrical)
2473806,2383681,97529,2,
1127732,2384569,2980,1,(2007) (Greece) (theatrical)
1130716,2386840,17058,1,(1930) (France) (theatrical)
1132982,2388287,475,1,(2012) (USA) (theatrical)
1134572,2389353,1736,1,(2012) (Brazil) (DVD) (Blu-ray)
1134565,2389353,1878,1,(2012) (Argentina) (theatrical)
1134562,2389353,846,1,(2012) (USA) (theatrical)
1135286,2389938,11328,1,(1997) (Australia) (theatrical) (35mm print)
1139072,2392653,425,1,(2013) (USA) (DVD) (Blu-ray)
1139071,2392653,425,1,(2013) (USA) (DVD)
1145346,2397279,699,1,(2012) (USA) (all media)
2487298,2397711,148807,2,
1149626,2400378,1828,1,(2013) (Netherlands) (DVD)
1149626,2400378,1828,1,(2013) (Netherlands) (DVD)
1152543,2402389,52,1,(2012) (USA) (DVD) (Blu-ray)
2491814,2402389,1709,2,(present)
1152543,2402389,52,1,(2012) (USA) (DVD) (Blu-ray)
1153560,2403238,1828,1,(2012) (Netherlands) (theatrical)
1153557,2403238,1713,1,(2012) (Singapore) (theatrical)
1156553,2405562,1609,1,(1984) (USA) (video)
1157307,2406097,579,1,(2012) (UK) (DVD)
1157309,2406097,530,1,(2012) (Netherlands) (DVD)
1157307,2406097,579,1,(2012) (UK) (DVD)
1157292,2406097,452,1,(2012) (USA) (DVD) (Blu-ray)
1157314,2406097,228,1,(2012) (Germany) (DVD)
1160007,2408312,1347,1,(2011) (Germany) (DVD)
1162678,2410304,480,1,(2005) (USA) (DVD)
1169728,2415643,11980,1,(2010) (Taiwan) (all media)
1172658,2418026,2840,1,(1998) (USA) (VHS)
2507558,2418565,222669,2,
1177521,2421249,10455,1,(2011) (Switzerland) (all media)
1182827,2425479,475,1,(2012) (USA) (theatrical)
2514297,2425479,475,2,(presents) (as Twentieth Century Fox)
1182827,2425479,475,1,(2012) (USA) (theatrical)
2517915,2429182,73724,2,
1188598,2429795,12871,1,(1991) (Germany) (theatrical)
1188960,2430212,8416,1,(2006) (USA) (theatrical)
1189710,2430784,2039,1,(1973) (UK) (theatrical)
2519892,2431508,44467,2,
1190479,2431509,2545,1,(2001) (Sweden) (theatrical)
1190921,2431978,1760,1,(2013) (USA) (all media)
1191217,2432273,475,1,(2012) (USA) (theatrical)
1191218,2432273,461,1,(2012) (Netherlands) (DVD)
1191200,2432273,452,1,(2012) (USA) (DVD) (Blu-ray)
1193778,2434721,347,1,(2011) (Finland) (TV)
1194099,2434935,871,1,(2012) (USA) (all media)
1195517,2436690,774,1,(2009) (Australia) (TV)
1196870,2438179,11414,1,(2012) (Argentina) (DVD) (2-disc edition)
1197577,2439277,11135,1,(19??) (Brazil) (VHS)
2532219,2445202,17460,2,(participation)
1205664,2447357,426,1,(2012) (Netherlands) (DVD) (Blu-ray)
1205663,2447357,426,1,(2012) (Netherlands) (DVD)
1216575,2459589,22166,1,(1988) (USA) (VHS)
2546940,2460693,1716,2,(co-production)
1217435,2460693,1716,1,(2012) (France) (theatrical)
1220151,2464072,10339,1,(2007) (worldwide) (all media)
1223116,2466912,9868,1,
1223196,2466981,12249,1,(2006) (Singapore) (theatrical)
1223415,2467167,930,1,(2012) (Germany) (all media)
1223389,2467167,809,1,(2012) (Canada) (all media)
1223411,2467167,52,1,(2013) (USA) (DVD) (Blu-ray)
1224258,2468114,13456,1,(2010) (Canada) (theatrical)
1224800,2469119,1119,1,(2008) (Canada) (DVD)
2556691,2469620,118692,2,(in association with)
1228296,2473236,425,1,(2012) (USA) (DVD)
1243505,2491732,12,1,
1253373,2501106,295,1,(2001) (Netherlands) (DVD)
1259472,2507125,1347,1,(2012) (Germany) (DVD) (Blu-ray)
2591424,2507153,65601,2,
2591756,2507569,73399,2,
1261675,2510081,3898,1,(2005) (France) (theatrical)
1265483,2514613,2561,1,(2011) (USA) (theatrical)
1265662,2514851,450,1,(????) (Brazil) (DVD)
1266312,2515305,33,1,(198?) (Netherlands) (VHS)
1268819,2518791,1676,1,(2013) (Japan) (theatrical)
1268825,2518791,52,1,(2013) (USA) (DVD) (Blu-ray)
1268829,2518791,1451,1,"""(2012) (Non-USA) (all media) (only in UK"
1268817,2518791,1709,1,(2012) (USA) (theatrical)
1270910,2521373,480,1,(2004) (USA) (DVD)
1271859,2522624,228,1,(2012) (Germany) (DVD)
2605449,2522624,64,2,
